Site,DEL,Gov,nb cell 2G,nb cell 3G,nb cell 4G,nb cell FWBA
TUN1250,SIDI THABET,ARIANA,5,9,0,0
TUN1350,SIDI THABET,ARIANA,#N/A,#N/A,#N/A,0
TUN1358,SIDI THABET,ARIANA,3,9,0,0
TUN1458,SIDI THABET,ARIANA,5,9,0,0
TUN1472,SIDI THABET,ARIANA,3,9,0,0
TUN1781,SIDI THABET,ARIANA,6,9,0,0
TUN1075,SIDJOUMI,TUNIS,5,15,9,6
TUN1146,SIDJOUMI,TUNIS,6,16,6,0
TUN1215,SIDJOUMI,TUNIS,3,8,0,0
TUN1301,SIDJOUMI,TUNIS,6,18,9,0
TUN1409,SIDJOUMI,TUNIS,5,18,9,0
TUN1479,SIDJOUMI,TUNIS,3,12,0,0
SLO1002,SILIANA NORD,SILIANA,6,9,6,0
SLO1014,SILIANA NORD,SILIANA,6,9,0,0
SLO1020,SILIANA NORD,SILIANA,5,9,6,0
SLO1022,SILIANA NORD,SILIANA,4,6,0,0
SLO1037,SILIANA NORD,SILIANA,4,8,0,0
SLO1053,SILIANA NORD,SILIANA,6,12,0,0
SLT1070,SILIANA NORD,SILIANA,6,9,0,0
SLT1095,SILIANA NORD,SILIANA,6,12,0,0
SLT1096,SILIANA NORD,SILIANA,6,9,0,0
SLT1097,SILIANA NORD,SILIANA,6,9,0,0
SLT1078,SILIANA NORD,SILIANA,#N/A,#N/A,#N/A,0
SIL1002,SILIANA NORD,SILIANA,#N/A,#N/A,#N/A,0
SIL1020,SILIANA NORD,SILIANA,#N/A,#N/A,#N/A,0
SIL1053,SILIANA NORD,SILIANA,#N/A,#N/A,#N/A,0
SLO1016,SILIANA SUD,SILIANA,6,9,0,0
SLO1040,SILIANA SUD,SILIANA,4,6,0,0
SLO1047,SILIANA SUD,SILIANA,6,9,0,0
SLT1073,SILIANA SUD,SILIANA,6,9,0,0
SLT1075,SILIANA SUD,SILIANA,4,6,0,0
SLT1088,SILIANA SUD,SILIANA,4,6,0,0
SLT1091,SILIANA SUD,SILIANA,6,9,0,0
SIL1052,SILIANA SUD,SILIANA,#N/A,#N/A,#N/A,0
GAB1017,SKHIRA,SFAX,5,16,0,0
GAB1001,SKHIRA,SFAX,6,12,0,0
GAB1038,SKHIRA,SFAX,4,6,6,0
GAB1047,SKHIRA,SFAX,8,6,8,0
GAB1062,SKHIRA,SFAX,4,6,0,0
GAB1087,SKHIRA,SFAX,6,6,6,0
SFX1217,SKHIRA,SFAX,5,12,0,0
SFX1242,SKHIRA,SFAX,6,3,6,0
TAT1012,SMAR,TATAOUINE,5,14,0,0
TAT1013,SMAR,TATAOUINE,8,20,8,0
BAR1015,SOLIMAN,NABEUL,6,12,6,0
BAR1093,SOLIMAN,NABEUL,5,16,6,6
BAR1152,SOLIMAN,NABEUL,6,14,6,0
NAB1024,SOLIMAN,NABEUL,7,12,0,0
NAB1025,SOLIMAN,NABEUL,6,12,6,0
NAB1026,SOLIMAN,NABEUL,8,17,8,0
NAB1094,SOLIMAN,NABEUL,5,16,6,0
NAB1117,SOLIMAN,NABEUL,6,12,0,0
NAB1136,SOLIMAN,NABEUL,3,6,4,0
NAB1152,SOLIMAN,NABEUL,8,20,0,0
NAB1174,SOLIMAN,NABEUL,6,16,6,0
NAB1183,SOLIMAN,NABEUL,5,16,6,0
NAB1189,SOLIMAN,NABEUL,5,12,6,0
NAB1219,SOLIMAN,NABEUL,6,15,0,0
NAB1276,SOLIMAN,NABEUL,3,12,6,0
KEB1001,SOUK EL AHED,KEBILI,3,10,0,0
KEB1002,SOUK EL AHED,KEBILI,4,12,4,0
KEB1023,SOUK EL AHED,KEBILI,4,11,4,0
KEB1028,SOUK EL AHED,KEBILI,2,6,0,0
SBO1016,SOUK JEDID,SIDI BOUZID,3,10,4,0
SBO1017,SOUK JEDID,SIDI BOUZID,2,6,0,0
SBO1045,SOUK JEDID,SIDI BOUZID,4,12,0,0
SBO1051,SOUK JEDID,SIDI BOUZID,4,14,0,0
TUN1471,SOUKRA,ARIANA,4,16,8,0
TUN1041,SOUKRA,ARIANA,4,6,6,0
TUN1058,SOUKRA,ARIANA,4,15,9,6
TUN1059,SOUKRA,ARIANA,6,12,6,6
TUN1060,SOUKRA,ARIANA,6,15,9,6
TUN1064,SOUKRA,ARIANA,6,12,12,6
TUN1073,SOUKRA,ARIANA,#N/A,#N/A,#N/A,0
TUN1102,SOUKRA,ARIANA,5,12,12,6
TUN1124,SOUKRA,ARIANA,6,8,12,6
TUN1180,SOUKRA,ARIANA,#N/A,#N/A,#N/A,0
TUN1181,SOUKRA,ARIANA,4,12,6,6
TUN1184,SOUKRA,ARIANA,4,15,9,6
TUN1190,SOUKRA,ARIANA,6,18,9,6
TUN1208,SOUKRA,ARIANA,6,9,6,6
TUN1222,SOUKRA,ARIANA,5,9,6,6
TUN1223,SOUKRA,ARIANA,5,8,12,0
TUN1270,SOUKRA,ARIANA,4,15,9,6
TUN1282,SOUKRA,ARIANA,4,12,9,6
TUN1318,SOUKRA,ARIANA,5,12,0,0
TUN1322,SOUKRA,ARIANA,5,12,9,6
TUN1333,SOUKRA,ARIANA,6,12,9,6
TUN1334,SOUKRA,ARIANA,7,22,9,0
TUN1349,SOUKRA,ARIANA,5,9,6,0
TUN1353,SOUKRA,ARIANA,5,12,9,6
TUN1401,SOUKRA,ARIANA,6,15,9,6
TUN1408,SOUKRA,ARIANA,6,15,9,6
TUN1447,SOUKRA,ARIANA,5,15,9,6
TUN1454,SOUKRA,ARIANA,4,12,9,6
TUN1456,SOUKRA,ARIANA,6,15,9,0
TUN1473,SOUKRA,ARIANA,4,12,3,6
TUN1476,SOUKRA,ARIANA,6,12,9,6
TUN1495,SOUKRA,ARIANA,3,15,9,0
TUN1650,SOUKRA,ARIANA,6,20,12,0
TUN1695,SOUKRA,ARIANA,5,15,6,0
TUN1747,SOUKRA,ARIANA,3,15,6,0
TUN1213,SOUKRA,ARIANA,#N/A,#N/A,#N/A,0
TUN1667,SOUKRA,ARIANA,6,12,6,0
TUN1786,SOUKRA,ARIANA,4,24,12,6
TUN1677,SOUKRA,ARIANA,6,9,6,0
TUN1789,SOUKRA,ARIANA,3,9,6,0
TUN1798,SOUKRA,ARIANA,8,12,0,6
TUN2753,SOUKRA,ARIANA,1,2,0,0
SOS1501,SOUSSE JAWHARA,SOUSSE,6,18,6,0
SOS1008,SOUSSE JAWHARA,SOUSSE,8,16,8,6
SOS1018,SOUSSE JAWHARA,SOUSSE,6,16,6,6
SOS1030,SOUSSE JAWHARA,SOUSSE,6,16,6,6
SOS1051,SOUSSE JAWHARA,SOUSSE,6,13,6,6
SOS1052,SOUSSE JAWHARA,SOUSSE,6,15,6,6
SOS1055,SOUSSE JAWHARA,SOUSSE,6,16,6,6
SOS1056,SOUSSE JAWHARA,SOUSSE,6,15,6,6
SOS1058,SOUSSE JAWHARA,SOUSSE,7,12,8,6
SOS1071,SOUSSE JAWHARA,SOUSSE,6,12,0,6
SOS1073,SOUSSE JAWHARA,SOUSSE,6,15,6,6
SOS1074,SOUSSE JAWHARA,SOUSSE,7,20,6,6
SOS1085,SOUSSE JAWHARA,SOUSSE,6,15,6,6
SOS1112,SOUSSE JAWHARA,SOUSSE,4,15,6,6
SOS1121,SOUSSE JAWHARA,SOUSSE,6,17,6,6
SOS1123,SOUSSE JAWHARA,SOUSSE,6,13,0,0
SOS1127,SOUSSE JAWHARA,SOUSSE,6,12,6,6
SOS1159,SOUSSE JAWHARA,SOUSSE,7,20,8,0
SOS1164,SOUSSE JAWHARA,SOUSSE,5,12,0,0
SOS1500,SOUSSE JAWHARA,SOUSSE,#N/A,#N/A,#N/A,0
SOS1199,SOUSSE JAWHARA,SOUSSE,6,12,6,0
SOS1225,SOUSSE JAWHARA,SOUSSE,3,12,9,0
SOS1001,SOUSSE MEDINA,SOUSSE,8,17,8,0
SOS1005,SOUSSE MEDINA,SOUSSE,8,17,8,6
SOS1016,SOUSSE MEDINA,SOUSSE,6,15,6,6
SOS1029,SOUSSE MEDINA,SOUSSE,#N/A,#N/A,#N/A,6
SOS1041,SOUSSE MEDINA,SOUSSE,6,15,6,0
SOS1053,SOUSSE MEDINA,SOUSSE,4,10,4,0
SOS1054,SOUSSE MEDINA,SOUSSE,6,15,6,6
SOS1069,SOUSSE MEDINA,SOUSSE,6,16,6,0
SOS1097,SOUSSE MEDINA,SOUSSE,6,15,6,6
SOS1125,SOUSSE MEDINA,SOUSSE,5,15,6,0
SOS1145,SOUSSE MEDINA,SOUSSE,8,20,8,6
SOS1158,SOUSSE MEDINA,SOUSSE,6,15,6,0
SOS2007,SOUSSE MEDINA,SOUSSE,#N/A,#N/A,#N/A,0
SOS2010,SOUSSE MEDINA,SOUSSE,#N/A,#N/A,#N/A,0
SOS2027,SOUSSE MEDINA,SOUSSE,1,0,0,0
SOS2030,SOUSSE MEDINA,SOUSSE,2,2,2,0
SOS2006,SOUSSE MEDINA,SOUSSE,#N/A,#N/A,#N/A,0
SOS2008,SOUSSE MEDINA,SOUSSE,#N/A,#N/A,#N/A,0
SOS2009,SOUSSE MEDINA,SOUSSE,#N/A,#N/A,#N/A,0
SOS1228,SOUSSE MEDINA,SOUSSE,3,12,6,0
SOS1003,SOUSSE RIADH,SOUSSE,8,22,8,6
SOS1032,SOUSSE RIADH,SOUSSE,6,16,6,6
SOS1034,SOUSSE RIADH,SOUSSE,6,16,6,0
SOS1047,SOUSSE RIADH,SOUSSE,6,16,6,6
SOS1048,SOUSSE RIADH,SOUSSE,6,13,6,6
SOS1081,SOUSSE RIADH,SOUSSE,6,15,6,0
SOS1086,SOUSSE RIADH,SOUSSE,6,17,6,0
SOS1099,SOUSSE RIADH,SOUSSE,6,15,6,6
SOS1100,SOUSSE RIADH,SOUSSE,6,16,6,6
SOS1135,SOUSSE RIADH,SOUSSE,6,14,0,6
SOS1154,SOUSSE RIADH,SOUSSE,6,16,6,0
SOS1160,SOUSSE RIADH,SOUSSE,6,15,6,6
SOS1166,SOUSSE RIADH,SOUSSE,6,15,6,0
SOS1196,SOUSSE RIADH,SOUSSE,6,18,6,0
SOS1206,SOUSSE RIADH,SOUSSE,6,12,0,0
SOS1006,SOUSSE SIDI ABDELHAMID,SOUSSE,6,17,6,6
SOS1017,SOUSSE SIDI ABDELHAMID,SOUSSE,4,12,4,0
SOS1031,SOUSSE SIDI ABDELHAMID,SOUSSE,8,13,8,0
SOS1044,SOUSSE SIDI ABDELHAMID,SOUSSE,6,15,6,0
SOS1045,SOUSSE SIDI ABDELHAMID,SOUSSE,6,15,6,0
SOS1046,SOUSSE SIDI ABDELHAMID,SOUSSE,6,12,6,0
SOS1050,SOUSSE SIDI ABDELHAMID,SOUSSE,6,15,6,6
SOS1143,SOUSSE SIDI ABDELHAMID,SOUSSE,3,12,0,0
SOS1165,SOUSSE SIDI ABDELHAMID,SOUSSE,4,15,0,0
SOS1214,SOUSSE SIDI ABDELHAMID,SOUSSE,6,16,6,0
SOS2038,SOUSSE SIDI ABDELHAMID,SOUSSE,1,1,0,0
SOS1134,SOUSSE SIDI ABDELHAMID,SOUSSE,6,12,6,0
SOS1198,SOUSSE SIDI ABDELHAMID,SOUSSE,6,12,6,0
JEN1001,TABARKA,JENDOUBA,6,12,6,0
JEN1002,TABARKA,JENDOUBA,5,14,6,0
JEN1005,TABARKA,JENDOUBA,5,14,6,0
JEN1007,TABARKA,JENDOUBA,3,12,6,0
JEN1019,TABARKA,JENDOUBA,6,12,3,0
JEN1020,TABARKA,JENDOUBA,2,6,0,0
JEN1028,TABARKA,JENDOUBA,6,14,6,0
JEN1029,TABARKA,JENDOUBA,4,6,0,0
JEN1037,TABARKA,JENDOUBA,3,6,0,0
JEN1066,TABARKA,JENDOUBA,6,12,6,0
JEN2001,TABARKA,JENDOUBA,1,2,0,0
JEN1078,TABARKA,JENDOUBA,6,9,0,0
JEN1051,TABARKA,JENDOUBA,3,15,6,0
JEN1086,TABARKA,JENDOUBA,3,15,6,0
KEF1015,TAJEROUINE,KEF,2,10,0,0
KEF1023,TAJEROUINE,KEF,3,11,0,0
KEF1024,TAJEROUINE,KEF,6,12,6,0
KEF1048,TAJEROUINE,KEF,5,12,6,0
NAB1083,TAKELSA,NABEUL,6,15,0,0
NAB1087,TAKELSA,NABEUL,6,18,6,0
NAB1158,TAKELSA,NABEUL,6,18,6,0
NAB1180,TAKELSA,NABEUL,6,13,0,0
NAB1211,TAKELSA,NABEUL,4,12,0,0
TOZ1014,TAMAGHZA,TOZEUR,3,6,0,0
TOZ1015,TAMAGHZA,TOZEUR,3,11,0,0
TOZ1018,TAMAGHZA,TOZEUR,2,4,0,0
TOZ1026,TAMAGHZA,TOZEUR,4,11,0,0
TAT1001,TATAOUINE SUD,TATAOUINE,3,12,0,0
TAT1003,TATAOUINE SUD,TATAOUINE,6,15,3,0
TAT1004,TATAOUINE SUD,TATAOUINE,6,18,6,0
TAT1005,TATAOUINE SUD,TATAOUINE,6,18,6,0
TAT1008,TATAOUINE SUD,TATAOUINE,6,18,6,0
TAT1021,TATAOUINE SUD,TATAOUINE,5,18,0,0
TAT1022,TATAOUINE SUD,TATAOUINE,4,12,4,0
TAT1024,TATAOUINE SUD,TATAOUINE,3,6,0,0
TAT1030,TATAOUINE SUD,TATAOUINE,5,14,0,0
TAT1031,TATAOUINE SUD,TATAOUINE,6,15,0,0
TAT1032,TATAOUINE SUD,TATAOUINE,3,12,0,0
TAT1042,TATAOUINE SUD,TATAOUINE,5,18,0,0
TAT1006,TATOUINE NORD,TATAOUINE,6,18,6,0
TAT1007,TATOUINE NORD,TATAOUINE,4,14,6,0
TAT1009,TATOUINE NORD,TATAOUINE,4,14,6,0
TAT1014,TATOUINE NORD,TATAOUINE,3,4,0,0
TAT1023,TATOUINE NORD,TATAOUINE,5,14,6,0
TAT1025,TATOUINE NORD,TATAOUINE,3,12,0,0
TAT1027,TATOUINE NORD,TATAOUINE,2,6,0,0
TAT1033,TATOUINE NORD,TATAOUINE,2,6,0,0
TAT1040,TATOUINE NORD,TATAOUINE,6,15,6,0
TAT1053,TATOUINE NORD,TATAOUINE,3,12,0,0
TAT2001,TATOUINE NORD,TATAOUINE,#N/A,#N/A,#N/A,0
TAT1046,TATOUINE NORD,TATAOUINE,3,12,6,0
TAT1048,TATOUINE NORD,TATAOUINE,3,12,6,0
MON1014,TEBOULBA,MONASTIR,5,14,6,0
MON1044,TEBOULBA,MONASTIR,4,6,0,0
MON1045,TEBOULBA,MONASTIR,5,12,6,0
MON1046,TEBOULBA,MONASTIR,3,10,0,0
MON1069,TEBOULBA,MONASTIR,6,12,6,0
MON1073,TEBOULBA,MONASTIR,4,10,4,0
MON1091,TEBOULBA,MONASTIR,4,13,0,0
BEJ1035,TEBOURBA,MANOUBA,6,18,0,0
TUN1110,TEBOURBA,MANOUBA,8,8,12,0
TUN1202,TEBOURBA,MANOUBA,5,6,0,0
TUN1289,TEBOURBA,MANOUBA,5,9,6,0
TUN1321,TEBOURBA,MANOUBA,4,12,9,0
TUN1356,TEBOURBA,MANOUBA,5,14,9,0
TUN1417,TEBOURBA,MANOUBA,4,17,9,0
TUN1445,TEBOURBA,MANOUBA,5,9,6,0
TUN1602,TEBOURBA,MANOUBA,6,12,0,0
BEJ1013,TEBOURSOUK,BEJA,6,12,0,0
BEJ1028,TEBOURSOUK,BEJA,5,12,0,0
BEJ1039,TEBOURSOUK,BEJA,2,12,0,0
BEJ1005,TESTOUR,BEJA,5,12,0,0
BEJ1017,TESTOUR,BEJA,4,10,0,0
BEJ1018,TESTOUR,BEJA,3,10,0,0
BEJ1020,TESTOUR,BEJA,8,17,8,0
BEJ1031,TESTOUR,BEJA,3,6,0,0
BEJ1036,TESTOUR,BEJA,4,11,0,0
BEJ1042,TESTOUR,BEJA,3,9,0,0
KAS1015,THALA,KASSERINE,6,16,0,0
KAS1016,THALA,KASSERINE,8,17,8,0
KAS1030,THALA,KASSERINE,3,10,0,0
KAS1038,THALA,KASSERINE,2,6,0,0
KAS1046,THALA,KASSERINE,3,12,0,0
KEF1005,THALA,KASSERINE,3,9,0,0
BEJ1014,THIBAR,BEJA,5,12,0,0
BEJ1019,THIBAR,BEJA,5,12,3,0
SFX1026,THINA,SFAX,3,9,0,0
SFX1030,THINA,SFAX,6,6,8,0
SFX1061,THINA,SFAX,3,4,6,0
SFX1072,THINA,SFAX,3,9,0,0
SFX1088,THINA,SFAX,4,6,6,0
SFX1099,THINA,SFAX,5,4,3,0
SFX1100,THINA,SFAX,4,5,6,0
SFX1113,THINA,SFAX,5,9,0,0
SFX1163,THINA,SFAX,6,5,6,0
SFX1171,THINA,SFAX,3,9,6,0
SFX1176,THINA,SFAX,5,5,6,0
SFX1229,THINA,SFAX,6,6,6,0
SFX1240,THINA,SFAX,3,9,0,0
SFX1267,THINA,SFAX,5,5,8,0
SFX1308,THINA,SFAX,5,4,0,0
SFX2003,THINA,SFAX,1,1,0,0
BIZ1028,TINJA,BIZERTE,7,22,8,0
BIZ1078,TINJA,BIZERTE,6,10,3,0
BIZ1101,TINJA,BIZERTE,4,12,0,0
BIZ1117,TINJA,BIZERTE,5,12,6,0
TOZ1001,TOZEUR,TOZEUR,6,16,6,0
TOZ1002,TOZEUR,TOZEUR,4,12,6,0
TOZ1003,TOZEUR,TOZEUR,4,13,0,0
TOZ1004,TOZEUR,TOZEUR,5,13,6,0
TOZ1005,TOZEUR,TOZEUR,5,15,6,0
TOZ1010,TOZEUR,TOZEUR,3,9,0,0
TOZ1020,TOZEUR,TOZEUR,6,16,6,0
TOZ1021,TOZEUR,TOZEUR,6,18,0,0
TOZ1024,TOZEUR,TOZEUR,6,14,3,0
TOZ2001,TOZEUR,TOZEUR,1,0,0,0
TOZ1034,TOZEUR,TOZEUR,3,12,6,0
BIZ1020,UTIQUE,BIZERTE,3,6,0,0
BIZ1029,UTIQUE,BIZERTE,5,12,0,0
BIZ1071,UTIQUE,BIZERTE,7,17,8,0
BIZ1100,UTIQUE,BIZERTE,5,18,0,0
BIZ1113,UTIQUE,BIZERTE,4,11,0,0
TUN1070,UTIQUE,BIZERTE,5,18,0,0
ZGO1001,ZAGHOUAN,ZAGHOUAN,4,9,6,0
ZGO1002,ZAGHOUAN,ZAGHOUAN,4,9,6,0
ZGO1003,ZAGHOUAN,ZAGHOUAN,3,9,6,0
ZGO1014,ZAGHOUAN,ZAGHOUAN,3,9,0,0
ZGO1032,ZAGHOUAN,ZAGHOUAN,4,9,0,0
ZGT1045,ZAGHOUAN,ZAGHOUAN,4,9,0,0
ZGT1046,ZAGHOUAN,ZAGHOUAN,5,9,0,0
ZGT1047,ZAGHOUAN,ZAGHOUAN,4,9,0,0
ZGT1048,ZAGHOUAN,ZAGHOUAN,6,3,0,0
ZGT1049,ZAGHOUAN,ZAGHOUAN,6,9,6,0
ZGT1060,ZAGHOUAN,ZAGHOUAN,4,6,0,0
ZGT1071,ZAGHOUAN,ZAGHOUAN,3,9,0,0
MED1031,ZARZIS,MEDNINE,6,13,6,0
MED1032,ZARZIS,MEDNINE,6,12,0,0
MED1033,ZARZIS,MEDNINE,5,12,3,0
MED1034,ZARZIS,MEDNINE,4,10,4,0
MED1035,ZARZIS,MEDNINE,8,20,8,0
MED1036,ZARZIS,MEDNINE,4,12,6,0
MED1037,ZARZIS,MEDNINE,6,15,6,0
MED1038,ZARZIS,MEDNINE,4,13,6,0
MED1039,ZARZIS,MEDNINE,3,14,6,0
MED1040,ZARZIS,MEDNINE,5,17,0,0
MED1041,ZARZIS,MEDNINE,6,14,0,0
MED1042,ZARZIS,MEDNINE,5,16,6,0
MED1043,ZARZIS,MEDNINE,4,12,6,0
MED1044,ZARZIS,MEDNINE,3,14,6,0
MED1045,ZARZIS,MEDNINE,5,14,0,0
MED1046,ZARZIS,MEDNINE,3,12,0,0
MED1050,ZARZIS,MEDNINE,6,16,6,0
MED1058,ZARZIS,MEDNINE,5,16,0,0
MED1070,ZARZIS,MEDNINE,6,14,6,0
MED1086,ZARZIS,MEDNINE,5,14,0,0
MED1097,ZARZIS,MEDNINE,5,14,6,0
MED1113,ZARZIS,MEDNINE,5,21,0,0
MED1114,ZARZIS,MEDNINE,5,12,6,0
MED1120,ZARZIS,MEDNINE,2,6,0,0
MED1121,ZARZIS,MEDNINE,4,12,0,0
MED1124,ZARZIS,MEDNINE,5,12,0,0
MED1134,ZARZIS,MEDNINE,5,16,8,0
MED1143,ZARZIS,MEDNINE,3,15,0,0
MED1148,ZARZIS,MEDNINE,5,15,6,0
MED1145,ZARZIS,MEDNINE,6,12,0,0
MED1147,ZARZIS,MEDNINE,6,12,0,0
BIZ1003,ZARZOUNA,BIZERTE,8,21,6,6
BIZ1080,ZARZOUNA,BIZERTE,7,17,8,6
BIZ1081,ZARZOUNA,BIZERTE,8,22,8,6
MON1017,ZERAMDINE,MONASTIR,6,22,8,0
MON1027,ZERAMDINE,MONASTIR,5,15,0,0
MON1081,ZERAMDINE,MONASTIR,6,18,0,0
MON1060,ZERAMDINE,MONASTIR,6,12,0,0
MON1125,ZERAMDINE,MONASTIR,3,12,6,0
TAT1079,TATAOUINE SUD,TATAOUINE,3,12,9,0
BIZ1168,MENZEL DJEMIL,BIZERTE,8,16,12,0
BAR1240,MOUROUJ,BEN AROUS,6,12,12,0
BAR2014,FOUCHANA,BEN AROUS,2,4,0,0
KAI1113,KAIROUAN NORD,KAIROUAN,3,9,9,0
TUN1777,EL BATTANE,MANOUBA,3,9,9,0
GAB1130,GABES SUD,GABES,5,12,6,0
SBO1067,BIR EL HFAY,SIDI BOUZID,1,12,9,0
SFX1326,SFAX MEDINA,SFAX,8,16,12,0
BAR1223,DJEBEL DJELOUD,TUNIS,3,9,9,0
SFX1330,SAKIET EZZIT,SFAX,8,16,12,0
MAH1102,KSOUR ESSAF,MAHDIA,4,16,12,0
MAH1077,KSOUR ESSAF,MAHDIA,3,12,9,0
BIZ2010,MATEUR,BIZERTE,2,2,0,0
TUN2246,SOUKRA,TUNIS,2,4,0,0
BEJ1066,BEJA NORD,BEJA,3,12,9,0
KAS1068,KASSERINE SUD,KASSERINE,3,12,9,0
TOZ1023,DEGUECHE,TOZEUR,3,12,9,0
MAH1127,ESSOUASSI,MAHDIA,3,12,9,0
SFX1227,SFAX MEDINA,SFAX,8,16,12,0
SOS1188,SOUSSE SIDI ABDELHAMID,SOUSSE,3,9,9,0
BAR1263,FOUCHANA,BEN AROUS,3,9,9,0
MAH1080,MAHDIA,MAHDIA,8,14,5,0
KEB1047,KEBILI SUD,KEBILI,3,12,9,0
GAB1128,SKHIRA,SFAX,3,12,9,0
SFX1131,SFAX SUD,SFAX,4,16,12,0
MAH1069,MAHDIA,MAHDIA,3,12,6,0
TUN1755,LE_KRAM,TUNIS,4,12,8,0
SOS1129,SOUSSE VILLE,SOUSSE,4,12,12,0
SOS1170,SOUSSE SIDI ABDELHAMID,SOUSSE,3,9,9,0
BAR1224,BEN AROUS,BEN AROUS,3,9,9,0
TUN1643,SIDJOUMI,MANOUBA,3,9,9,0
MON1132,MONASTIR,Monastir,8,16,12,0
SOS1124,AKOUDA,Sousse,6,12,9,0
SOS1155,HAMMAM SOUSSE,Sousse,8,12,12,0
TUN1255,CITE EL KHADRA,TUNIS,6,12,12,0
BAR1142,MOUROUJ,BEN AROUS,8,12,12,0
TUN2245,,TUNIS,3,6,9,0
JEN1075,JENDOUBA NORD,Jendouba,3,6,9,0
TUN2646,,TUNIS,3,6,9,0
GAF1082,METLAOUI,GAFSA,3,12,9,0
MON1135,SAYADA LAMTA BOUHJAR,MONASTIR,3,12,12,0
MED1144,ZARZIS,MEDNINE,3,12,6,0
MAH1126,ESSOUASSI,MAHDIA,6,12,9,0
JEN1079,FERNANA,Jendouba,3,12,0,0
TUN1717,SIDI HASSINE,TUNIS,4,12,12,0
GAB1016,GABES MEDINA,GABES,3,9,9,0
TUN1830,RAOUED,ARIANA,4,12,12,0
BAR1247,SIDI HASSINE,BEN AROUS,3,9,9,0
GAB1093,HAMMA,GABES,4,15,12,0
TUN1833,BAB EL BHAR,TUNIS,4,12,12,0
GAF1081,METLAOUI,GAFSA,3,12,9,0
BIZ1152,MENZEL BOURGUIBA,BIZERTE,3,12,9,0
BAR1124,EZZAHRA,BEN AROUS,3,9,9,0
GAF1074,MDHILLA,GAFSA,3,12,0,0
MAH1105,Mahdia,MAHDIA,3,12,9,0
BAR1257,MORNAG,BEN AROUS,3,12,9,0
NAB1277,KELIBIA,NABEUL,3,9,9,0
GAF1051,MDHILLA,GAFSA,4,16,12,0
SFX1335,EL MAHRES,SFAX,4,12,12,0
TUN1462,EL OMRANE SUPERIEUR,TUNIS,3,12,9,0
KAS1065,FOUSSANA,KAIROUAN,4,12,8,0
TUN1765,OUED ELLIL,MANOUBA,4,12,12,0
KAI1112,KAIROUAN NORD,KAIROUAN,3,12,9,0
ZGT1075,ZAGHOUAN,ZAGHOUAN,3,9,6,0
KAS1063,KASSERINE NORD,KASSERINE,4,16,12,0
MAH1074,EL JEM,MAHDIA,4,16,12,0
MAH1120,KSOUR ESSAF,MAHDIA,3,12,9,0
TUN2249,LA GOULETTE,TUNIS,4,8,8,0
BAR1248,NOUVELLE MEDINA,BEN AROUS,3,9,9,0
BAR1265,BOU MHEL EL BASSATINE,BEN AROUS,3,9,9,0
BAR2554,,BEN AROUS,0,0,0,0
BAR2553,,BEN AROUS,N/A,N/A,N/A,0
BAR2555,,BEN AROUS,N/A,N/A,N/A,0
GAF1075,KSAR,GAFSA,3,12,9,0
SOS1116,SOUSSE VILLE,SOUSSE,3,12,9,0
MED1138,JERBA HOUMET SOUK,MEDNINE,3,9,9,0
TUN1713,CITE ETTADHAMEN,ARIANA,3,9,9,0
JEN1061,GHARDIMAOU,Jendouba,4,16,8,0
SFX1276,SAKIET EDDAIR,SFAX,6,12,9,0
BAR2561,Rades,BEN AROUS,N/A,N/A,N/A,0
GAB1134,GABES SUD,GABES,4,16,12,0
GAB1133,GABES SUD,GABES,8,16,12,0
KAS1060,EZZOUHOUR-KAS,KASSERINE,8,16,12,0
BIZ1139,BIZERTE NORD,BIZERTE,6,12,9,6
GAF1077,GAFSA NORD,GAFSA,3,12,9,0
GAB1076,GABES OUEST,GABES,3,12,9,0
BAR1157,FOUCHANA,BEN AROUS,3,9,9,0
TUN1769,CITE ETTADHAMEN,ARIANA,3,9,9,0
TUN1178,,ARIANA,N/A,N/A,N/A,0
TUN1840,RAOUED,ARIANA,3,9,9,0
TUN1834,ARIANA VILLE,ARIANA,3,9,9,0
TAT1076,TATOUINE NORD,TATAOUINE,8,16,12,0
TOZ1035,TOZEUR,TOZEUR,3,12,9,0
SFX1336,EL MAHRES,SFAX,3,12,9,0
KEB1038,KEBILI NORD,KEBILI,3,12,9,0
KEB1032,SOUK EL AHED,KEBILI,3,12,6,0
GAB1098,GABES MEDINA,GABES,8,16,12,0
TUN1778,ARIANA VILLE,ARIANA,4,12,8,0
TUN2124,ARIANA VILLE,ARIANA,1,1,0,0
TUN2185,EL MENZAH,Tunis,1,1,0,0
JEN1087,JENDOUBA,JENDOUBA,3,12,6,0
JEN1052,JENDOUBA,JENDOUBA,3,12,6,0
MON1124,BENI HASSEN,MONASTIR,3,9,9,0
MAH1116,SIDI ALOUANE,MAHDIA,4,16,12,0
BIZ1159,RAS EL DJEBEL,BIZERTE,5,12,9,0
BAR1236,FOUCHANA,BEN AROUS,3,12,9,0
JEN1188,,JENDOUBA,0,0,0,0
TAT1471,,TATAOUINE,0,0,0,0
TUN1674,SOUKRA,ARIANA,3,9,9,0
BAR1147,,BEN AROUS,0,0,0,0
SFX1253,SAKIET EDDAIR,SFAX,3,12,9,0
TUN2248,LA GOULETTE,TUNIS,2,4,0,0
SOS1219,AKOUDA,SOUSSE,3,12,9,0
