Incident ID,Status,Affected CI,Primary Affected Service,Title,Assignment Group,Open Time,Area,Outage Start,Outage End,Assignee,Closure Code,Solution,Description,Department
IM1507258,Closed,MAH4004,NodeB Service - MAH,"INCIDENT: MAH1004---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:6/6, 3G:12/12 ) Site Autonomy: 21:37:45s SM Tickets: 3",Maintenance MAHDIA NORD,2/7/2022 19:30,energie,2/7/2022 19:15,2/8/2022 6:55,mounir.chaieb,Solved by Appropriate Solution,normalisation disjoncteur resdresseur  ,"MAH4004F02 : Local Cell Unusable This ticket was created by user netcool.sm on NOI from impact INCIDENT: MAH1004---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:6/6, 3G:12/12 ) Site Autonomy: 21:37:45s SM Tickets: 2",Département Maintenance
IM1507261,Closed,CPE_TUNB990_MW_SMC,CPE Service - TUNB,cpe_tunb990_mw_smc Down,Support Technique Fixe et B2B,2/7/2022 19:35,Network,2/7/2022 19:24,2/8/2022 7:45,moez.abdelmouleh,Resolved without intervention, CPE de nouveau UP,Noeud: cpe_tunb990_mw_smc  Sévérité: major  Temps de création: 07/02/22 19:24:12  Temps de réception: 07/02/22 19:25:50  Application: null  Objet: null  Texte message: Node CPE_TUNB990_MW_SMC.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336604,Département Maintenance
IM1507263,Closed,RNIA_SBO8309_MW_118068_ISET_SidiBouzid,RNIA Service - SBO,rnia_sbo8309_mw_118068_iset_sidibouzid Down,Support Technique Fixe et B2B,2/7/2022 19:45,Network,2/7/2022 19:34,2/7/2022 20:14,habib.elkastouri,Resolved without intervention,CPE UP sans intervention,Noeud: rnia_sbo8309_mw_118068_iset_sidibouzid  Sévérité: major  Temps de création: 07/02/22 19:34:08  Temps de réception: 07/02/22 19:35:51  Application: null  Objet: null  Texte message: Node RNIA_SBO8309_MW_118068_ISET_SidiBouzid.ooreddo.tn DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336605,Département Maintenance
IM1507264,Closed,CPE_TUNB206_FTTH_Ste_International_Maarif_Schools,CPE Service - TUN,CPE_TUNB206_FTTH_Ste_International_Maarif_Schools   Down,Support Technique Fixe et B2B,2/7/2022 19:48,Network,2/7/2022 19:37,2/7/2022 22:18,habib.elkastouri,Resolved without intervention, CPE UP sans intervention,Noeud: null  Sévérité: major  Temps de création: 07/02/22 19:37:12  Temps de réception: 07/02/22 19:38:52  Application: null  Objet: null  Texte message: Node CPE_TUNB206_FTTH_Ste_International_Maarif_Schools.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336606,Département Maintenance
IM1507265,Closed,MAH2010,BTS Service - MAH,"INCIDENT: MAH2010---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:1/1, 3G:0/0 ) Site Autonomy: N/A SM Tickets: 1",Maintenance MAHDIA SUD,2/7/2022 19:49,Facteur externe,2/7/2022 19:33,2/7/2022 23:21,ali.benammar,Resolved without intervention,Retour STEG,"Ste_SOPAT_MAH2010 : OML Fault This ticket was created by user netcool.sm on NOI from impact INCIDENT: MAH2010---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:1/1, 3G:0/0 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1507266,Closed,CPE_TUNC159_1_FTTH_ELYADATA_LAC2,CPE Service - TUNC,cpe_tunc159_ftth_elyadata_lac2 Down,Support Technique Fixe et B2B,2/7/2022 19:50,Network,2/7/2022 19:39,2/7/2022 21:15,habib.elkastouri,Resolved without intervention, CPE UP sans intervention,Noeud: cpe_tunc159_ftth_elyadata_lac2  Sévérité: major  Temps de création: 07/02/22 19:39:16  Temps de réception: 07/02/22 19:40:52  Application: null  Objet: null  Texte message: Node CPE_TUNC159_FTTH_ELYADATA_LAC2 DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336607,Département Maintenance
IM1507267,Closed,SOS4225,NodeB Service - SOS,"INCIDENT: SOS1225---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:1/3, 3G:2/9 ) Site Autonomy: N/A SM Tickets: 1",maintenance hammem sousse-kalaa,2/7/2022 19:51,Facteur externe,2/7/2022 19:35,2/7/2022 20:32,souhail.issaoui,Closed without intervention,Retour energie STEG,"SOS4225F02 : Local Cell Unusable This ticket was created by user netcool.sm on NOI from impact INCIDENT: SOS1225---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:0/3, 3G:2/9 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1507270,Closed,CPE_TUNB004_FTTH_Hiperdist_Alliances,CPE Service - TUN,cpe_tunb004_ftth_hiperdist_alliances Down,Support Technique Fixe et B2B,2/7/2022 20:05,Network,2/7/2022 19:54,2/7/2022 20:14,medamine.labassi,Resolved without intervention,Resolved without intervention,Noeud: cpe_tunb004_ftth_hiperdist_alliances  Sévérité: major  Temps de création: 07/02/22 19:54:10  Temps de réception: 07/02/22 19:55:54  Application: null  Objet: null  Texte message: Node CPE_TUNB004_FTTH_Hiperdist_Alliances DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336609,Département Maintenance
IM1507272,Closed,CPE_SFX8936_FH_Cercina-6,CPE Service - SFX8,cpe_fh_sfx_8936_cercina-6 Down,Support Technique Fixe et B2B,2/7/2022 20:20,Facteur externe,2/7/2022 20:09,2/7/2022 20:56,medamine.labassi,Resolved without intervention,coupure courant,Noeud: cpe_fh_sfx_8936_cercina-6  Sévérité: major  Temps de création: 07/02/22 20:09:47  Temps de réception: 07/02/22 20:10:57  Application: null  Objet: null  Texte message: Node CPE_FH_SFX_8936_Cercina-6 DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336611,Département Maintenance
IM1507274,Closed,CPE_SFX8900_FTTH_TPS_SI_Delta,CPE Service - SFX8,cpe_sfx8900_ftth_tps_si_delta Down,Support Technique Fixe et B2B,2/7/2022 20:21,Network,2/7/2022 20:09,2/7/2022 20:51,medamine.labassi,Resolved without intervention,Resolved without intervention,Noeud: cpe_sfx8900_ftth_tps_si_delta  Sévérité: major  Temps de création: 07/02/22 20:09:53  Temps de réception: 07/02/22 20:11:26  Application: null  Objet: null  Texte message: Node CPE_SFX8900_FTTH_TPS_SI_Delta DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336612,Département Maintenance
IM1507275,Closed,CPE_SFX8900_MW_TPS_Delta-Platforme,CPE Service - SFX8,cpe_sfx8900_mw_tps_delta-platforme Down,Support Technique Fixe et B2B,2/7/2022 20:22,Network,2/7/2022 20:10,2/7/2022 20:52,medamine.labassi,Resolved without intervention,Resolved without intervention,Noeud: cpe_sfx8900_mw_tps_delta-platforme  Sévérité: major  Temps de création: 07/02/22 20:10:24  Temps de réception: 07/02/22 20:11:58  Application: null  Objet: null  Texte message: Node CPE_SFX8900_MW_TPS_Delta-Platforme.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336613,Département Maintenance
IM1507277,Closed,MED1142,BTS Service - MED,"INCIDENT: MED1142---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:6/12, 3G:12/24 ) Site Autonomy: 03:53:44s SM Tickets: 2",Maintenance ZARZIS,2/7/2022 20:28,Facteur externe,2/7/2022 20:12,2/8/2022 8:27,mustapha.rejili,Resolved without intervention,Fin intervention steg,"MED4142 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: MED1142---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:6/12, 3G:12/24 ) Site Autonomy: 03:53:44s SM Tickets: 1",Département Maintenance
IM1507279,Closed,SFX4226,NodeB Service - SFX,"INCIDENT: SFX1226---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 2",Maintenance SFAX NORD -03-,2/7/2022 20:29,Facteur externe,2/7/2022 20:14,2/8/2022 7:40,hamdi.ayedi,Resolved without intervention,Retour steg,"SFX4226 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: SFX1226---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1507281,Closed,SFXF226,FWBA Service - SFX,INCIDENT: SFX1226---FWBA---Hors Service: CAUSE AND IMPACT: Total Cell Failure: ( FWBA:6/6 ) SM Tickets: 2,Maintenance SFAX NORD -03-,2/7/2022 20:32,Facteur externe,2/7/2022 20:16,2/8/2022 7:38,hamdi.ayedi,Resolved without intervention,Retour steg,SFXF226 : NE Is Disconnected This ticket was created by user netcool.sm on NOI from impact INCIDENT: SFX1226---FWBA---Hors Service: CAUSE AND IMPACT: Total Cell Failure: ( FWBA:6/6 ) SM Tickets: 1,Département Maintenance
IM1507289,Closed,RNIA3_GAF8342_MW_371058_MunRdeyef,RNIA3 Service - GAF,rnia3_gaf8342_mw_371058_munrdeyef Down,Support Technique Fixe et B2B,2/7/2022 20:43,Network,2/7/2022 20:31,2/7/2022 22:12,medamine.labassi,Resolved without intervention,Resolved without intervention,Noeud: rnia3_gaf8342_mw_371058_munrdeyef  Sévérité: major  Temps de création: 07/02/22 20:31:32  Temps de réception: 07/02/22 20:33:30  Application: null  Objet: null  Texte message: Node RNIA3_GAF8342_MW_371058_MunRdeyef DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336616,Département Maintenance
IM1507290,Closed,CPE_TUNB004_FTTH_Hiperdist_Alliances,CPE Service - TUN,cpe_tunb004_ftth_hiperdist_alliances Down,Support Technique Fixe et B2B,2/7/2022 20:50,Network,2/7/2022 20:39,2/7/2022 21:00,medamine.labassi,Resolved without intervention,cpe up lien up,Noeud: cpe_tunb004_ftth_hiperdist_alliances  Sévérité: major  Temps de création: 07/02/22 20:39:10  Temps de réception: 07/02/22 20:40:03  Application: null  Objet: null  Texte message: Node CPE_TUNB004_FTTH_Hiperdist_Alliances DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336617,Département Maintenance
IM1507291,Closed,MON4100,NodeB Service - MON,"INCIDENT: MON1100---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:2/3, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 1",maintenance monastir banlieue,2/7/2022 21:09,Facteur externe,2/7/2022 20:54,2/7/2022 21:35,abdelmalek.rouissi,Closed without intervention,Retour energie STEG,"MON4100 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: MON1100---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1507292,Closed,CPE_TUNC016_FTTH_CGTP_Siege,CPE Service - TUNC,cpe_tunc016_ftth_cgtp_siege Down,Support Technique Fixe et B2B,2/7/2022 21:17,Network,2/7/2022 21:05,2/7/2022 21:26,medamine.labassi,Resolved without intervention,cpe up lien up,Noeud: cpe_tunc016_ftth_cgtp_siege  Sévérité: major  Temps de création: 07/02/22 21:05:24  Temps de réception: 07/02/22 21:07:08  Application: null  Objet: null  Texte message: Node CPE_TUNC016_FTTH_CGTP_Siege.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336623,Département Maintenance
IM1507296,Closed,CPE_SOS8444_FTTH_YASSIN_Site_Siege_Sahline_Sousse,CPE Service - SOS8,cpe_sos8444_ftth_yassin_site_siege_sahline_sousse Down,Support Technique Fixe et B2B,2/7/2022 21:28,Network,2/7/2022 21:17,2/7/2022 21:38,medamine.labassi,Resolved without intervention,cpe up lien up,Noeud: cpe_sos8444_ftth_yassin_site_siege_sahline_sousse  Sévérité: major  Temps de création: 07/02/22 21:17:11  Temps de réception: 07/02/22 21:18:10  Application: null  Objet: null  Texte message: Node CPE_SOS8444_FTTH_YASSIN_Site_Siege_Sahline_Sousse DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336625,Département Maintenance
IM1507297,Closed,CPE_MON8905_FTTH_SOMA,CPE Service - MON,cpe_mon8905_ftth_soma Down,Support Technique Fixe et B2B,2/7/2022 21:28,Network,2/7/2022 21:17,2/7/2022 21:38,medamine.labassi,Resolved without intervention,cpe up lien up,Noeud: cpe_mon8905_ftth_soma  Sévérité: major  Temps de création: 07/02/22 21:17:19  Temps de réception: 07/02/22 21:18:11  Application: null  Objet: null  Texte message: Node CPE_MON8905_FTTH_SOMA.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336626,Département Maintenance
IM1507298,Closed,CPE_SOS8998_MW_ELATHIRSERVICE-Depot,CPE Service - SOS8,cpe_sos8998_mw_elathirservice-depot Down,Support Technique Fixe et B2B,2/7/2022 21:29,Network,2/7/2022 21:17,2/7/2022 21:38,medamine.labassi,Resolved without intervention,cpe up lien up,Noeud: cpe_sos8998_mw_elathirservice-depot  Sévérité: major  Temps de création: 07/02/22 21:17:28  Temps de réception: 07/02/22 21:19:39  Application: null  Objet: null  Texte message: Node CPE_SOS8998_MW_ELATHIRSERVICE-Depot DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336627,Département Maintenance
IM1507299,Closed,CPE_MON8328_MW_SEMIT,CPE Service - MON,cpe_mon8328_mw_semit Down,Support Technique Fixe et B2B,2/7/2022 21:29,Network,2/7/2022 21:18,2/7/2022 21:39,medamine.labassi,Resolved without intervention,Resolved without intervention,Noeud: cpe_mon8328_mw_semit  Sévérité: major  Temps de création: 07/02/22 21:18:15  Temps de réception: 07/02/22 21:19:39  Application: null  Objet: null  Texte message: Node CPE_MON8328_MW_SEMIT DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336628,Département Maintenance
IM1507300,Closed,CPE_MON8330_MW_SOMALEC,CPE Service - MON,cpe_mon8330_mw_somalec Down,Support Technique Fixe et B2B,2/7/2022 21:30,Network,2/7/2022 21:19,2/7/2022 23:02,habib.elkastouri,Solved by Appropriate Solution,CPE UP suite vérification avec les supports.,Noeud: cpe_mon8330_mw_somalec  Sévérité: major  Temps de création: 07/02/22 21:19:17  Temps de réception: 07/02/22 21:20:12  Application: null  Objet: null  Texte message: Node CPE_MON8330_MW_SOMALEC DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336629,Département Maintenance
IM1507310,Closed,CPE_GAB8905_MW_VA_TECH_GABES,CPE Service - GAB,cpe_gab8905_mw_va_tech_gabes Down,Support Technique Fixe et B2B,2/7/2022 21:43,Facteur externe,2/7/2022 21:31,2/7/2022 22:00,medamine.labassi,Resolved without intervention,cpe fermé par le client,Noeud: cpe_gab8905_mw_va_tech_gabes  Sévérité: major  Temps de création: 07/02/22 21:31:50  Temps de réception: 07/02/22 21:33:14  Application: null  Objet: null  Texte message: Node CPE_GAB8905_MW_VA_TECH_GABES DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336631,Département Maintenance
IM1507311,Closed,MED1103,BTS Service - MED,"INCIDENT: MED1103---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:0/3, 3G:0/5 ) Site Autonomy: N/A SM Tickets: 1",Maintenance MEDENINE,2/7/2022 21:43,energie,2/7/2022 21:27,2/8/2022 7:32,hedi.chemlali,Resolved without intervention,Retour energie solaire,"OUED_ERRBAYAA_1_MED1103 : GSM Cell out of Service This ticket was created by user netcool.sm on NOI from impact INCIDENT: MED1103---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:5/5 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1507314,Closed,RNIA3_MAH8361_FO_353054-MUN-Oueld-Echamekh,RNIA3 Service - MAH,rnia3_mah8361_fo_353054-mun-oueld-echamekh Down,Support Technique Fixe et B2B,2/7/2022 21:58,Network,2/7/2022 21:43,2/8/2022 8:55,moez.abdelmouleh,Resolved without intervention, CPE de nouveau UP,Noeud: rnia3_mah8361_fo_353054-mun-oueld-echamekh  Sévérité: major  Temps de création: 07/02/22 21:43:54  Temps de réception: 07/02/22 21:45:16  Application: null  Objet: null  Texte message: Node RNIA3_MAH8361_FO_353054-MUN-Oueld-Echamekh DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336638,Département Maintenance
IM1507315,Closed,CPE_KAS8319_MW_STB_kassrine,CPE Service - KAS,cpe_kas8319_mw_stb_kassrine Down,Support Technique Fixe et B2B,2/7/2022 21:58,Network,2/7/2022 21:44,2/7/2022 22:05,medamine.labassi,Resolved without intervention,Resolved without intervention,Noeud: cpe_kas8319_mw_stb_kassrine  Sévérité: major  Temps de création: 07/02/22 21:44:12  Temps de réception: 07/02/22 21:45:17  Application: null  Objet: null  Texte message: Node CPE_KAS8319_MW_STB_kassrine DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336639,Département Maintenance
IM1507323,Closed,SOS4068,NodeB Service - SOS,"INCIDENT: SOS1068---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:0/6, 3G:1/9 ) Site Autonomy: N/A SM Tickets: 1",Maintenance HAMMEM SOUSSE-KALAA,2/7/2022 22:32,hardware,2/7/2022 22:16,2/8/2022 8:53,souhail.issaoui,Solved by Appropriate Solution,Suite reset MRFU,"SOS4068F51 : Local Cell Unusable This ticket was created by user netcool.sm on NOI from impact INCIDENT: SOS1068---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:0/6, 3G:1/9 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1507326,Closed,CPE_TUN8312_MW_LLOYD_18_Janvier,CPE Service - TUN,cpe_tun8312_mw_lloyd_18_janvier Down,Support Technique Fixe et B2B,2/7/2022 22:44,Facteur externe,2/7/2022 22:32,2/7/2022 23:00,medamine.labassi,Resolved without intervention,coupure courant,Noeud: cpe_tun8312_mw_lloyd_18_janvier  Sévérité: major  Temps de création: 07/02/22 22:32:58  Temps de réception: 07/02/22 22:34:25  Application: null  Objet: null  Texte message: Node CPE_TUN8312_MW_LLOYD_18_Janvier.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336643,Département Maintenance
IM1507328,Closed,RNIA3_GAF8342_MW_371058_MunRdeyef,RNIA3 Service - GAF,rnia3_gaf8342_mw_371058_munrdeyef Down,Support Technique Fixe et B2B,2/7/2022 22:47,Network,2/7/2022 22:36,2/7/2022 23:38,medamine.labassi,Resolved without intervention,Resolved without intervention,Noeud: rnia3_gaf8342_mw_371058_munrdeyef  Sévérité: major  Temps de création: 07/02/22 22:36:32  Temps de réception: 07/02/22 22:37:26  Application: null  Objet: null  Texte message: Node RNIA3_GAF8342_MW_371058_MunRdeyef DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336644,Département Maintenance
IM1507336,Closed,CPE_KAS8319_MW_STB_kassrine,CPE Service - KAS,cpe_kas8319_mw_stb_kassrine Down,Support Technique Fixe et B2B,2/7/2022 23:25,Network,2/7/2022 23:14,2/7/2022 23:35,medamine.labassi,Resolved without intervention,Resolved without intervention,Noeud: cpe_kas8319_mw_stb_kassrine  Sévérité: major  Temps de création: 07/02/22 23:14:12  Temps de réception: 07/02/22 23:15:41  Application: null  Objet: null  Texte message: Node CPE_KAS8319_MW_STB_kassrine DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336645,Département Maintenance
IM1507364,Closed,CPE_TUNB298_MW_BVMT_BHINVEST,CPE Service - TUN,cpe_tunb298_mw_bvmt_bhinvest Down,Support Technique Fixe et B2B,2/8/2022 0:33,Facteur externe,2/8/2022 0:21,2/8/2022 0:53,medamine.labassi,Resolved without intervention,coupure courant,Noeud: cpe_tunb298_mw_bvmt_bhinvest  Sévérité: major  Temps de création: 08/02/22 00:21:49  Temps de réception: 08/02/22 00:23:49  Application: null  Objet: null  Texte message: Node CPE_TUNB298_MW_BVMT_BHINVEST DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336648,Département Maintenance
IM1507369,Closed,MAH2010,BTS Service - MAH,"INCIDENT: MAH2010---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:1/1, 3G:0/0 ) Site Autonomy: N/A SM Tickets: 1",Maintenance MAHDIA SUD,2/8/2022 1:16,Facteur externe,2/8/2022 1:01,2/8/2022 2:13,ali.benammar,Resolved without intervention,Retour STEG,"Ste_SOPAT_MAH2010 : OML Fault This ticket was created by user netcool.sm on NOI from impact INCIDENT: MAH2010---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:1/1, 3G:0/0 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1507372,Closed,CPE_KAS8319_MW_STB_kassrine,CPE Service - KAS,cpe_kas8319_mw_stb_kassrine Down,Support Technique Fixe et B2B,2/8/2022 1:45,Network,2/8/2022 1:34,2/8/2022 1:50,moez.abdelmouleh,Resolved without intervention, CPE de nouveau UP,Noeud: cpe_kas8319_mw_stb_kassrine  Sévérité: major  Temps de création: 08/02/22 01:34:12  Temps de réception: 08/02/22 01:35:33  Application: null  Objet: null  Texte message: Node CPE_KAS8319_MW_STB_kassrine DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2336652,Département Maintenance
IM1507373,Closed,TUNL385,eNB Service - TUN,INCIDENT: TUN1385---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/9 ) SM Tickets: 2,Maintenance CENTRE VILLE TUNIS SUD,2/8/2022 1:46,Facteur externe,2/8/2022 1:30,2/8/2022 10:04,nizar.gasmi,Resolved without intervention,Retour STEG,TUNL385 : BASE STATION ANTENNA LINE PROBLEM This ticket was created by user netcool.sm on NOI from impact INCIDENT: TUN1385---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/9 ) SM Tickets: 0,Département Maintenance
